-0.0102131840573168	0	0	0.0102131840566314
-0.0089713546109208	0	0	0.0102810492283076
-0.0186553332193998	0	0	0.00997184846857288
-0.0404685391135784	0	0	0.0194840064068465
-0.034368284560856	0	0	0.0435868470237306
-0.0106904695308941	0	0	0.0298304362850454
-0.0102810492284615	0	0	0.00897135461109056
-0.0232277196987977	0	0	0.0232277196999756
-0.0653432262604661	0	0	0.0440848696705478
-0.087998419685662	0	0	0.0770967669644231
-0.0583935555574468	0	0	0.0826458221938935
-0.0343682845609396	0	0	0.043586847023376
-0.00997184846858179	0	0	0.0186553332189021
-0.0440848696707113	0	0	0.0653432262602682
-0.107533433979937	0	0	0.107533433979741
-0.122288309233313	0	0	0.124222029222001
-0.0879984196858028	0	0	0.0770967669642547
-0.0404685391138053	0	0	0.0194840064068047
-0.0194840064071271	0	0	0.0404685391136449
-0.0770967669648763	0	0	0.0879984196853063
-0.124222029222328	0	0	0.122288309232923
-0.107533433979919	0	0	0.107533433980061
-0.065343226260528	0	0	0.0440848696703409
-0.0186553332185793	0	0	0.00997184846887522
-0.0435868470235137	0	0	0.0343682845610568
-0.0826458221941432	0	0	0.0583935555573304
-0.0770967669645675	0	0	0.0879984196855565
-0.0440848696704936	0	0	0.0653432262605767
-0.0232277196991302	0	0	0.0232277196990493
-0.00897135461159316	0	0	0.0102810492281437
-0.0298304362856375	0	0	0.0106904695295265
-0.0435868470237116	0	0	0.0343682845610584
-0.0194840064068581	0	0	0.0404685391138923
-0.00997184846839253	0	0	0.0186553332192235
-0.0102810492281018	0	0	0.0089713546114597
-0.0102131840566234	0	0	0.0102131840573399
